place_id,place_id_original,source_dataset,place_name,description,category_original,sub_category,city,province,price,rating,time_minutes,coordinate,lat,long,category_clean,c1_ticket_price,c2_rating,toilet,parking,food,worship,accessibility,information_center,c4_facility_score,activity_tags,feature_source_note,source_url,user_rating_mean,user_rating_count,user_rating_std,facility_toilet_mentioned,facility_parking_mentioned,facility_food_mentioned,facility_worship_mentioned,facility_accessibility_mentioned,facility_information_center_mentioned
11,11,real_jawa_437,Pulau Bidadari,"Pulau Bidadari merupakan salah satu resor di Kabupaten Kepulauan Seribu, Jakarta. Sebelum bernama Pulau Bidadari, pulau ini memiliki dua nama yaitu Pulau Sakit dan Pulau Purmerend",Bahari,,Jakarta,DKI Jakarta,5000,4.6,,"{'lat': -6.035832999999999, 'lng': 106.746944}",-6.035833,106.746944,bahari,5000.0,4.6,False,False,False,False,False,False,0.0,,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.5833333333333335,24.0,1.3486439781165913,0,0,0,0,0,0
12,12,real_jawa_437,Pulau Pari,"Pulau Pari adalah sebuah pulau yang terletak di Kepulauan Seribu di Daerah Khusus Ibukota Jakarta, Indonesia.",Bahari,,Jakarta,DKI Jakarta,150000,4.0,,"{'lat': -5.9074328, 'lng': 106.5863989}",-5.9074328,106.5863989,bahari,150000.0,4.0,False,False,False,False,False,False,0.0,,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.8,15.0,1.424279266355945,0,0,0,0,0,0
13,13,real_jawa_437,Pulau Pramuka,Pulau Pramuka merupakan salah satu pulau yang berada dalam gugusan Kepulauan Seribu. Pulau ini merupakan pusat administrasi dan pemerintahan Kabupaten Administrasi Kepulauan Seribu. Pulau Pramuka termasuk ke dalam wilayah Kelurahan Pulau Panggang.,Bahari,,Jakarta,DKI Jakarta,5000,4.2,,"{'lat': -5.745962, 'lng': 106.6136577}",-5.745962,106.6136577,bahari,5000.0,4.2,False,False,False,False,False,False,0.0,,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.7083333333333335,24.0,1.6805580508625224,0,0,0,0,0,0
14,14,real_jawa_437,Pulau Pelangi,"Pulau Pelangi adalah sebuah pulau yang terletak di Kepulauan Seribu di Daerah Khusus Ibukota Jakarta, Indonesia. Pulau Pelangi adalah sebuah pulau yang terletak di Kepulauan Seribu di Daerah Khusus Ibukota Jakarta, Indonesia, Pulau Pelangi / biasa disebut Pulau Petondan Besar ( Pelangi Island ) merupakan pulau resort yang sesuai untuk berlibur. Pulau Resort ini mempunyai konsep natural, karena sebagian wilayahnya di penuhi dengan rerimbunan pohon yang menyejukan mata, Keindahan alam dan lautnya layak untuk dikunjungi. Dikelilingi oleh rimbunan pohon dan laut berwarana biru jernih membuat suasanan sejuk dan nyaman. Kondisi yang ideal untuk wisata bersama keluarga. Dengan akomodasi yang langsung menghadap ke laut membuat turis betah berlama-lama di Pulau Pelangi.\nMenurut informasi, Pulau Pelangi atau Pulau Petondan Besar merupakan pulau yang berada pada gugusan Kepulauan Seribu. Secara administratif termasuk dalam wilayah Kabupaten Administratif Kepulauan Seribu provinsi DKI Jakarta. Bersamaan dengan Pulau Petondan Kecil merupakan sebuah resort berlibur. Letaknya berdekatan dengan gugusan yang sama dengan Pulau Kelor dan Pulau Kelapa.\nUntuk mencapai Pelangi Resort dibutuhkan waktu 90 menit perjalanan dari dermaga Pantai Mutiara. Terdapat kapal speedboat khusus di pier R1 Pantai Mutiara yang membawa penumpang kesana. Letaknya 60 – 70 km dari Pantai Mutiara memang lumayan jauh. Namun perjalanan anda terbayar lunas begitu sampai di Pulau Pelangi.",Bahari,,Jakarta,DKI Jakarta,900000,4.8,,"{'lat': -5.587055, 'lng': 106.5885}",-5.587055,106.5885,bahari,900000.0,4.8,False,False,False,False,False,False,0.0,rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.4444444444444446,18.0,1.4641689962819193,0,0,0,0,0,0
15,15,real_jawa_437,Pasar Seni,"Pasar Seni merupakan Pusat kerajinan dan kesenian yang menjadi wadah bagi seniman berbakat untuk menyalurkan kerajinan seni yang mereka miliki. Seniman dapat bertemu dengan para kolektor seni dan pengusaha untuk saling berbagi informasi dan memasarkan produk yang dimiliki. Didirikan awal tahun 1977, dengan peletakan batu pertama oleh Bang Ali Sadikin, Gubernur pertama DKI Jakarta, tepatnya pada bulan Juli 1977. Dan diresmikan oleh Gubernur H. Tjokropanolo pada tanggal 17 Desember 1977. Sejak diresmikan Pasar Seni, mendapat sambutan positif bagi pada pecinta seni yang ada.",Pusat Perbelanjaan,,Jakarta,DKI Jakarta,0,4.4,90.0,"{'lat': -6.1766868, 'lng': 106.8417666}",-6.1766868,106.8417666,belanja,0.0,4.4,False,False,False,False,False,False,0.0,belanja|budaya,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.7083333333333335,24.0,1.4589801878044117,0,0,0,0,0,0
16,16,real_jawa_437,Jembatan Kota Intan,"Jembatan Kota Intan adalah jembatan tertua di Indonesia yang dibangun pada tahun 1628 oleh pemerintah Vereenigde Oostindische Compagnie atau VOC, atau masyarakat kita lebih familiar dengan sebutan Kumpeni. Jembatan itu kini terletak di Kali Besar kawasan Kota Tua wilayah Jakarta Barat dan berada di bawah pengelolaan Dinas Pariwisata dan Kebudayaan Provinsi DKI Jakarta.",Budaya,,Jakarta,DKI Jakarta,0,4.3,,"{'lat': -6.1314572, 'lng': 106.8106169}",-6.1314572,106.8106169,budaya,0.0,4.3,False,False,False,False,False,False,0.0,budaya,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.0,19.0,1.4907119849998598,0,0,0,0,0,0
17,17,real_jawa_437,Museum Fatahillah,"Museum Fatahillah memiliki nama resmi Museum Sejarah Jakarta adalah sebuah museum yang terletak di Jalan Taman Fatahillah No. 1, Jakarta Barat dengan luas lebih dari 1.300 meter persegi.\nBangunan ini dahulu merupakan balai kota Batavia (bahasa Belanda: Stadhuis van Batavia) yang dibangun pada tahun 1707-1710 atas perintah Gubernur-Jendral Joan van Hoorn. Bangunan ini menyerupai Istana Dam di Amsterdam, terdiri atas bangunan utama dengan dua sayap di bagian timur dan barat serta bangunan sanding yang digunakan sebagai kantor, ruang pengadilan, dan ruang-ruang bawah tanah yang dipakai sebagai penjara. Pada tanggal 30 Maret 1974, bangunan ini kemudian diresmikan oleh bapak Ali Sadikin sebagai Museum Sejarah Jakarta.",Budaya,,Jakarta,DKI Jakarta,5000,4.4,,"{'lat': -6.136448899999999, 'lng': 106.8130661}",-6.1364489,106.8130661,budaya,5000.0,4.4,False,False,False,False,False,False,0.0,budaya|edukasi|sejarah,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.111111111111111,27.0,1.4232501627054275,0,0,0,0,0,0
18,18,real_jawa_437,Museum Bank Indonesia,"Museum Bank Indonesia adalah sebuah museum di Jakarta, Indonesia yang terletak di Jl. Pintu Besar Utara No.3, Jakarta Barat (depan stasiun Beos Kota), dengan menempati area bekas gedung Bank Indonesia Kota yang merupakan cagar budaya peninggalan De Javasche Bank yang beraliran neo-klasikal, dipadu dengan pengaruh lokal, dan dibangun pertama kali pada tahun 1828.\nPada tahun 1625, di tempat ini pernah dibangun sebuah gereja sederhana untuk umat Protestan. Pada tahun 1628, gereja ini dibongkar karena digunakan untuk tempat meriam besar ketika puluhan ribu tentara Sultan Agung menyerang Batavia untuk pertama kali.Museum ini menyajikan informasi peran Bank Indonesia dalam perjalanan sejarah bangsa yang dimulai sejak sebelum kedatangan bangsa barat di Nusantara hingga terbentuknya Bank Indonesia pada tahun 1953 dan kebijakan-kebijakan Bank Indonesia, meliputi pula latar belakang dan dampak kebijakan Bank Indonesia bagi masyarakat sampai dengan tahun 2005. Penyajiannya dikemas sedemikian rupa dengan memanfaatkan teknologi modern dan multi media, seperti display elektronik, panel statik, televisi plasma, dan diorama sehingga menciptakan kenyamanan pengunjung dalam menikmati Museum Bank Indonesia. Selain itu terdapat pula fakta dan koleksi benda bersejarah pada masa sebelum terbentuknya Bank Indonesia, seperti pada masa kerajaan-kerajaan Nusantara, antara lain berupa koleksi uang numismatik yang ditampilkan juga secara menarik.\nPeresmian Museum Bank Indonesia dilakukan melalui dua tahap, yaitu peresmian tahap I dan mulai dibuka untuk masyarakat (soft opening) pada tanggal 15 Desember 2006 oleh Gubernur Bank Indonesia saat itu, Burhanuddin Abdullah, dan peresmian tahap II (grand opening) oleh Presiden RI Susilo Bambang Yudhoyono, pada tanggal 21 Juli 2009.\nMuseum Bank Indonesia buka setiap hari kecuali Senin dan hari libur nasional.",Budaya,,Jakarta,DKI Jakarta,2000,4.7,,"{'lat': -6.137127, 'lng': 106.813005}",-6.137127,106.813005,budaya,2000.0,4.7,False,False,False,True,False,False,0.1666666666666666,budaya|edukasi|religi|sejarah,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.4285714285714284,21.0,1.3627702877384937,0,0,0,1,0,0
19,19,real_jawa_437,Kidzania,"KidZania adalah sebuah waralaba swasta Meksiko berupa pusat hiburan keluarga yang saat ini beroperasi di 23 lokasi, yang memungkinkan anak-anak melakukan pekerjaan orang dewasa dan mendapat bayaran. KidZania telah dikunjungi oleh lebih dari 31 juta pengunjung di seluruh dunia sejak pembukaannya, menjadikannya salah satu merek hiburan global yang paling cepat berkembang di dunia.",Taman Hiburan,,Jakarta,DKI Jakarta,185000,4.6,300.0,"{'lat': -6.225073499999999, 'lng': 106.8097144}",-6.2250735,106.8097144,hiburan,185000.0,4.6,False,False,False,False,False,False,0.0,rekreasi_keluarga,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.5,18.0,1.6179144164088315,0,0,0,0,0,0
20,20,real_jawa_437,Museum Taman Prasasti,"Museum Taman Prasasti adalah sebuah museum cagar budaya peninggalan masa kolonial Belanda yang berada di Jalan Tanah Abang No. 1, Jakarta Pusat. Museum ini memiliki koleksi prasasti nisan kuno serta miniatur makam khas dari 27 provinsi di Indonesia, beserta koleksi kereta jenazah antik. Museum seluas 1,2 ha ini merupakan museum terbuka yang menampilkan karya seni dari masa lampau tentang kecanggihan para pematung, pemahat, kaligrafer dan sastrawan yang menyatu.",Budaya,,Jakarta,DKI Jakarta,2000,4.5,90.0,"{'lat': -6.172224099999998, 'lng': 106.8189695}",-6.1722241,106.8189695,budaya,2000.0,4.5,False,False,False,False,False,False,0.0,budaya|edukasi|sejarah,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.0,19.0,1.5986105077709065,0,0,0,0,0,0
21,21,real_jawa_437,Museum Wayang,"Museum Wayang adalah sebuah museum yang berlokasi di Jalan Pintu Besar Utara Nomor 27, Jakarta Barat.",Budaya,,Jakarta,DKI Jakarta,5000,4.5,150.0,"{'lat': -6.1349072, 'lng': 106.8124452}",-6.1349072,106.8124452,budaya,5000.0,4.5,False,False,False,False,False,False,0.0,budaya|edukasi|sejarah,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.24,25.0,1.267543556122103,0,0,0,0,0,0
22,22,real_jawa_437,Masjid Istiqlal,"Masjid Istiqlal (arti harfiah: Masjid Merdeka) adalah masjid nasional negara Republik Indonesia yang terletak di bekas Taman Wilhelmina, di Timur Laut Lapangan Medan Merdeka yang di tengahnya berdiri Monumen Nasional (Monas), di pusat ibukota Jakarta. Masjid ini merupakan salah satu dari 10 masjid terbesar kapasitasnya di dunia yang dapat menampung lebih dari 200.000 jamaah. Di seberang Timur masjid ini berdiri Gereja Katedral Jakarta. Ketua Harian Badan Pengelola Masjid Istiqlal (BPMI) sekaligus Imam Besar Masjid Istiqlal adalah Prof. Dr. Nasaruddin Umar, M.A. Pembangunan masjid ini diprakarsai oleh Presiden Republik Indonesia saat itu, Ir. Soekarno. Peletakan batu pertama sebagai tanda dimulainya pembangunan Masjid Istiqlal dilakukan oleh Ir. Soekarno pada tanggal 24 Agustus 1961. Arsitek Masjid Istiqlal adalah Frederich Silaban, seorang Nasrani.Masjid ini memiliki gaya arsitektur modern dengan dinding dan lantai berlapis marmer, dihiasi ornamen geometrik dari baja antikarat. Bangunan utama masjid ini terdiri dari lima lantai dan satu lantai dasar. Bangunan utama itu dimahkotai satu kubah besar berdiameter 45 meter yang ditopang 12 tiang besar. Menara tunggal setinggi total 96,66 meter menjulang di sudut Selatan selasar masjid. Masjid ini mampu menampung lebih dari 200.000 jamaah.Selain digunakan sebagai aktivitas ibadah umat Islam, masjid ini juga digunakan sebagai kantor berbagai organisasi Islam di Indonesia, aktivitas sosial, dan kegiatan umum. Masjid ini juga menjadi salah satu daya tarik wisata yang terkenal di Jakarta. Kebanyakan wisatawan yang berkunjung umumnya wisatawan domestik di samping sebagian wisatawan asing yang beragama Islam. Masyarakat non-Muslim juga dapat berkunjung ke masjid ini setelah sebelumnya mendapat pembekalan informasi mengenai Islam dan Masjid Istiqlal, meskipun bagian yang boleh dikunjungi kaum non-Muslim terbatas dan harus didampingi pemandu.\nPada tiap hari besar Islam seperti Ramadhan, Idul Fitri, Idul Adha, Tahun Baru Hijriyah, Maulid Nabi Muhammad serta Isra dan Mi'raj, Presiden Republik Indonesia selalu mengadakan kegiatan keagamaan di masjid ini yang disiarkan secara langsung melalui televisi nasional (TVRI) dan sebagian televisi swasta.",Tempat Ibadah,,Jakarta,DKI Jakarta,0,4.7,,"{'lat': -6.17017, 'lng': 106.83139}",-6.17017,106.83139,religi,0.0,4.7,False,False,False,True,False,False,0.1666666666666666,religi|sejarah,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.9,20.0,1.4832396974191326,0,0,0,1,0,0
23,23,real_jawa_437,Gereja Katedral,"Gereja Katedral Jakarta, atau bernama resmi Gereja Santa Maria Diangkat Ke Surga (bahasa Jerman: De Kerk van Onze Lieve Vrouwe ten Hemelopneming; bahasa Inggris: The Church of Our Lady of the Assumption) adalah sebuah gereja di Jakarta. Gedung gereja ini diresmikan pada 1901 dan dibangun dengan arsitektur neo-gotik dari Eropa, yakni arsitektur yang sangat lazim digunakan untuk membangun gedung gereja beberapa abad yang lalu.",Tempat Ibadah,,Jakarta,DKI Jakarta,0,4.8,,"{'lat': -6.169225000000001, 'lng': 106.833063}",-6.169225,106.833063,religi,0.0,4.8,False,False,False,True,False,False,0.1666666666666666,religi,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.6956521739130435,23.0,1.3629774429099781,0,0,0,1,0,0
24,24,real_jawa_437,Museum Nasional,"Museum Nasional Republik Indonesia atau Museum Gajah, adalah sebuah museum arkeologi, sejarah, etnografi, dan geografi yang terletak di Jakarta Pusat dan persisnya di Jalan Merdeka Barat 12. Museum ini merupakan museum pertama dan terbesar di Asia Tenggara.",Budaya,,Jakarta,DKI Jakarta,5000,4.6,,"{'lat': -6.176402099999999, 'lng': 106.8215901}",-6.1764021,106.8215901,budaya,5000.0,4.6,False,False,False,False,False,False,0.0,budaya|edukasi|sejarah,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,3.1739130434782608,23.0,1.302172098423647,0,0,0,0,0,0
25,25,real_jawa_437,Pasar Tanah Abang,"Pasar Tanah Abang atau Pasar Sabtu dibangun oleh Yustinus Vinck pada 30 Agustus 1735. Yustinus Vinck mendirikan Pasar Tanah Abang Pasar atas izin dari Gubernur Jenderal Abraham Patramini. Izin yang diberikan saat itu untuk Pasar Tanah Abang adalah untuk berjualan tekstil serta barang kelontong dan hanya buka setiap hari Sabtu. Oleh karena itu, pasar ini disebut Pasar Sabtu. Pasar ini mampu menyaingi Pasar Senen (Welter Vreden) yang sudah lebih dulu maju.\nPada tahun 1740 terjadi Peristiwa Geger Pecinan, yaitu pembantaian orang-orang Tionghoa, perusakan harta benda, termasuk Pasar Tanah Abang diporakporandakan dan dibakar. Pada tahun 1881, Pasar Tanah Abang kembali dibangun dan yang tadinya dibuka pada hari Sabtu, ditambah hari Rabu, sehingga Pasar Tanah Abang dibuka 2 kali seminggu. Bangunan Pasar pada mulanya sangat sederhana,terdiri dari dinding bambu dan papan serta atap rumbia dari 229 papan dan 139 petak bambu. Pasar Tanah Abang terus mengalami perbaikan hingga akhir abad ke-19 dan bagian lantainya mulai dikeraskan dengan pondasi adukan. Pada tahun 1913, Pasar Tanah Abang kembali diperbaiki. Pada tahun 1926 pemerintah Batavia membongkar Pasar Tanah Abang dan diganti bangunan permanen berupa tiga los panjang dari tembok dan papan serta beratap genteng, dengan kantor pasarnya berada di atas bangunan pasar mirip kandang burung. Pelataran parkir di depan pasar menjadi tempat parkir kuda-kuda penarik delman dan gerobak. Di situ tersedia kobakan air yang cukup besar, dan di seberang jalan ada toko yang khusus menjual dedak makanan kuda. Beberapa puluh meter dari toko dedak ada sebuah gang yang dikenal sebagai Gang Madat, tempat lokalisasi para pemadat.\nPada zaman pendudukan Jepang, pasar ini hampir tidak berfungsi, dan menjadi tempat para gelandangan.\nPasar Tanah Abang semakin berkembang setelah dibangunnya Stasiun Tanah Abang. Di tempat tersebut mulai dibangun tempat-tempat seperti Masjid Al Makmur dan Klenteng Hok Tek Tjen Sien yang keduanya seusia dengan Pasar Tanah Abang. Pada tahun 1973, Pasar Tanah Abang diremajakan, diganti dengan 4 bangunan berlantai empat, dan sudah mengalami dua kali kebakaran, pertama tanggal 30 Desember 1978, Blok A di lantai tiga dan kedua menimpa Blok B tanggal 13 Agustus 1979. Pada tahun 1975 tercatat kiosnya ada 4.351 buah dengan 3.016 pedagang.",Pusat Perbelanjaan,,Jakarta,DKI Jakarta,0,4.0,45.0,"{'lat': -6.189009599999999, 'lng': 106.8119312}",-6.1890096,106.8119312,belanja,0.0,4.0,False,True,False,True,False,False,0.3333333333333333,belanja|religi,C4 dan activity_tags merupakan heuristik deskripsi; perlu verifikasi,Dataset_Wisata_Gabungan_2337.xlsx,2.32,25.0,1.4059397805975429,0,1,0,1,0,0
